NARAKA: BLADEPOINT,Mostly Positive,199154,"['Action, Adventure, Massively Multiplayer']","['Online PvP', 'In-App Purchases']","['Action, Adventure, Massively Multiplayer']",24 Entertainment,NetEase Games Global,"12 Aug, 2021",https://store.steampowered.com/app/1203220/NARAKA_BLADEPOINT/?snr=1_7_7_7000_150_1,Free
Lethal Company,Overwhelmingly Positive,259494,"['Action, Adventure, Indie, Early Access']","['Single-player', 'Online Co-op']","['Action, Adventure, Indie, Early Access']",Zeekerss,Zeekerss,"24 Oct, 2023",https://store.steampowered.com/app/1966720/Lethal_Company/?snr=1_7_7_7000_150_1,$5.79 
Dota 2,Mostly Positive,2165070,"['Action, Strategy, Free to Play']","['Steam Trading Cards', 'Steam Workshop', 'SteamVR Collectibles', 'In-App Purchases', 'Valve Anti-Cheat enabled']","['Action, Strategy, Free to Play']",Valve,Valve,"9 Jul, 2013",https://store.steampowered.com/app/570/Dota_2/?snr=1_7_7_7000_150_1,Free
Grand Theft Auto V,Very Positive,1580301,"['Action, Adventure']","['Single-player', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']","['Action, Adventure']",Rockstar North,Rockstar Games,"14 Apr, 2015",https://store.steampowered.com/app/271590/Grand_Theft_Auto_V/?snr=1_7_7_7000_150_1,$19.80 
Forza Horizon 5,Very Positive,148580,"['Action, Adventure, Racing, Simulation, Sports']","['Single-player', 'Online PvP', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'HDR available']","['Action, Adventure, Racing, Simulation, Sports']",Playground Games,Xbox Game Studios,"9 Nov, 2021",https://store.steampowered.com/app/1551360/Forza_Horizon_5/?snr=1_7_7_7000_150_1,$32.78 
Fallout 76,Mostly Positive,50208,['RPG'],"['MMO', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Remote Play on Tablet']",['RPG'],Bethesda Game Studios,Bethesda Softworks,"14 Apr, 2020",https://store.steampowered.com/app/1151340/Fallout_76/?snr=1_7_7_7000_150_1,"$23.99
Among Us,Very Positive,596803,['Casual'],"['Online PvP', 'LAN PvP', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Remote Play on Phone', 'Remote Play on Tablet']",['Casual'],Innersloth,Innersloth,"16 Nov, 2018",https://store.steampowered.com/app/945360/Among_Us/?snr=1_7_7_7000_150_2,$2.49 
FINAL FANTASY V,Very Positive,1384,['RPG'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",['RPG'],Square Enix,Square Enix,"10 Nov, 2021",https://store.steampowered.com/app/1173810/FINAL_FANTASY_V/?snr=1_7_7_7000_150_2,"$13.99
$11.19"
Anno 1800,Very Positive,13378,"['Simulation, Strategy']","['Single-player', 'Online PvP', 'Online Co-op', 'Steam Trading Cards']","['Simulation, Strategy']",Ubisoft Mainz,Ubisoft,Apr-19,https://store.steampowered.com/app/916440/Anno_1800/?snr=1_7_7_7000_150_2,$47.99 
Limbus Company,Very Positive,27827,"['Action, RPG, Strategy']","['Single-player', 'In-App Purchases']","['Action, RPG, Strategy']",ProjectMoon,ProjectMoon,"27 Feb, 2023",https://store.steampowered.com/app/1973530/Limbus_Company/?snr=1_7_7_7000_150_2,Free
Albion Online,Mostly Positive,"-1,164","['Massively Multiplayer, RPG, Free to Play']","['MMO', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases']","['Massively Multiplayer, RPG, Free to Play']",Sandbox Interactive GmbH,Sandbox Interactive GmbH,"17 Jul, 2017",https://store.steampowered.com/app/761890/Albion_Online/?snr=1_7_7_7000_150_2,Free
Dragonheir: Silent Gods,Mixed,-238,"['Adventure, Massively Multiplayer, RPG, Strategy, Free to Play']","['MMO', 'Online Co-op', 'Cross-Platform Multiplayer', 'In-App Purchases']","['Adventure, Massively Multiplayer, RPG, Strategy, Free to Play']",SGRA Studio,Nuverse Pte. Ltd.,"27 Oct, 2023",https://store.steampowered.com/app/2203070/Dragonheir_Silent_Gods/?snr=1_7_7_7000_150_2,Free
GUILTY GEAR -STRIVE-,Very Positive,-783,['Action'],"['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Steam Achievements', 'Steam Cloud', 'Remote Play Together']",['Action'],Arc System Works,Arc System Works,"11 Jun, 2021",https://store.steampowered.com/app/1384160/GUILTY_GEAR_STRIVE/?snr=1_7_7_7000_150_3,$19.99 
Sunkenland,Mostly Positive,"-1,111","['Action, Indie, Early Access']","['Single-player', 'Online Co-op']","['Action, Indie, Early Access']",Vector3 Studio,Vector3 Studio,"26 Aug, 2023",https://store.steampowered.com/app/2080690/Sunkenland/?snr=1_7_7_7000_150_3,$19.99 
SONIC SUPERSTARS,Mixed,-69,['Action'],"['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play Together']",['Action'],SEGA,SEGA,"17 Oct, 2023",https://store.steampowered.com/app/2022670/SONIC_SUPERSTARS/?snr=1_7_7_7000_150_3,"$59.99
$29.99"
Total War: WARHAMMER II,Very Positive,-163,"['Action, Strategy']","['Single-player', 'Online PvP', 'LAN PvP', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Remote Play on Tablet']","['Action, Strategy']",CREATIVE ASSEMBLY,SEGA,"28 Sep, 2017",https://store.steampowered.com/app/594570/Total_War_WARHAMMER_II/?snr=1_7_7_7000_150_3,$49.99 
Pioneers of Pagonia,Mostly Positive,-271,"['Simulation, Strategy, Early Access']","['Single-player', 'Steam Cloud']","['Simulation, Strategy, Early Access']",Envision Entertainment,Envision Entertainment,"13 Dec, 2023",https://store.steampowered.com/app/2155180/Pioneers_of_Pagonia/?snr=1_7_7_7000_150_3,$14.99 
Summoners War: Chronicles,Mixed,-129,"['Action, Adventure, Massively Multiplayer, RPG, Strategy, Free to Play']","['MMO', 'Online PvP', 'Online Co-op', 'Cross-Platform Multiplayer', 'In-App Purchases']","['Action, Adventure, Massively Multiplayer, RPG, Strategy, Free to Play']",Com2uS,Com2uS,"10 Nov, 2022",https://store.steampowered.com/app/2167580/Summoners_War_Chronicles/?snr=1_7_7_7000_150_3,Free
Dungeon Alchemist,Very Positive,-54,"['RPG, Early Access']","['Single-player', 'Steam Workshop', 'Includes level editor', 'Remote Play Together']","['RPG, Early Access']",Briganti,Briganti,"31 Mar, 2022",https://store.steampowered.com/app/1588530/Dungeon_Alchemist/?snr=1_7_7_7000_150_3,$44.99 
Bopl Battle,Overwhelmingly Positive,"-1,081",['Action'],"['Online PvP', 'Shared/Split Screen PvP', 'Online Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Remote Play Together']",['Action'],Johan Grönvall,Zapray Games,"16 Nov, 2023",https://store.steampowered.com/app/1686940/Bopl_Battle/?snr=1_7_7_7000_150_3,"$5.79
$4.34"
DARK SOULS™: REMASTERED,Very Positive,"-1,122",['Action'],"['Single-player', 'Steam Achievements', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']",['Action'],QLOC,"FromSoftware, Inc","24 May, 2018",https://store.steampowered.com/app/570940/DARK_SOULS_REMASTERED/?snr=1_7_7_7000_150_3,$24.99 
Winter Memories,Overwhelmingly Positive,"-3,220","['Adventure, Casual, RPG, Simulation']","['Single-player', 'Steam Cloud']","['Adventure, Casual, RPG, Simulation']",Dojin Otome,Kagura Games,"6 Jan, 2024",https://store.steampowered.com/app/2495450/Winter_Memories/?snr=1_7_7_7000_150_2,$2.00 
